timestamps,TP9,AF7,AF8,TP10,Right AUX
1748874956.145,-1000.000,971.680,-1000.000,-1000.000,0.000
1748874956.149,-953.613,971.680,-596.191,-1000.000,0.000
1748874956.152,511.719,972.656,635.254,157.715,0.000
1748874956.156,832.520,966.797,982.910,-781.738,0.000
1748874956.160,-800.781,985.352,-26.855,-60.547,0.000
1748874956.164,-997.559,924.316,-1000.000,-1000.000,0.000
1748874956.168,-1000.000,900.879,-851.562,-1000.000,0.000
1748874956.172,-112.793,987.305,327.637,138.672,0.000
1748874956.176,615.723,896.484,-966.797,-757.324,0.000
1748874956.180,-937.500,-830.566,0.488,147.949,0.000
1748874956.184,0.000,229.980,-1000.000,-1000.000,0.000
1748874956.188,0.000,-323.242,-927.246,-1000.000,0.000
1748874956.192,0.000,980.469,151.367,68.359,0.000
1748874956.195,0.000,942.383,-925.781,-764.648,0.000
1748874956.199,0.000,-883.301,173.340,171.875,0.000
1748874956.203,0.000,132.812,-1000.000,-1000.000,0.000
1748874956.207,0.000,-895.996,-928.711,-1000.000,0.000
1748874956.211,0.000,587.891,249.512,-96.680,0.000
1748874956.215,0.000,-968.750,-972.168,-792.969,0.000
1748874956.219,0.000,-951.660,594.727,405.762,0.000
1748874956.223,0.000,253.418,-599.609,-921.387,0.000
1748874956.227,0.000,-1000.000,-944.336,-1000.000,0.000
1748874956.231,-990.723,-80.078,361.328,-209.961,0.000
1748874956.234,-1000.000,-959.473,-937.012,-845.215,0.000
1748874956.238,-567.871,-947.754,546.875,558.594,0.000
1748874956.242,460.449,174.316,-556.152,-839.355,0.000
1748874956.246,-764.648,-1000.000,-1000.000,-1000.000,0.000
1748874956.250,-1000.000,-480.957,-134.277,-209.961,0.000
1748874956.254,-1000.000,857.422,-993.164,-934.570,0.000
1748874956.258,-768.555,-873.535,484.375,859.375,0.000
1748874956.262,752.930,190.918,-642.090,-472.168,0.000
1748874956.266,-181.641,-1000.000,-1000.000,-1000.000,0.000
1748874956.270,-1000.000,-583.984,-271.484,-175.781,0.000
1748874956.273,-1000.000,764.648,918.457,-989.746,0.000
1748874956.277,845.215,-856.445,0.000,0.000,0.000
1748874956.281,-644.043,411.621,0.000,0.000,0.000
1748874956.285,-1000.000,-995.117,0.000,0.000,0.000
1748874956.289,-1000.000,-910.645,0.000,0.000,0.000
1748874956.293,195.312,453.125,0.000,0.000,0.000
1748874956.297,924.805,-869.629,0.000,0.000,0.000
1748874956.301,-701.172,717.773,0.000,0.000,0.000
1748874956.305,-1000.000,-532.715,0.000,0.000,0.000
1748874956.309,-1000.000,-1000.000,0.000,0.000,0.000
1748874956.313,-928.711,-252.930,0.000,0.000,0.000
1748874956.316,232.910,938.477,0.000,0.000,0.000
1748874956.320,-444.824,-897.949,0.000,0.000,0.000
1748874956.324,-1000.000,78.125,-1000.000,-1000.000,0.000
1748874956.328,-854.004,-1000.000,-845.703,-431.152,0.000
1748874956.332,-1000.000,-1000.000,392.090,914.551,0.000
1748874956.336,-449.219,-196.289,945.801,-888.672,0.000
1748874956.340,910.645,983.398,630.859,218.750,0.000
1748874956.344,-890.625,-917.480,-981.934,-1000.000,0.000
1748874956.348,3.418,145.996,250.977,-576.660,0.000
1748874956.352,-1000.000,-1000.000,-1000.000,823.242,0.000
1748874956.356,-174.805,-271.484,-223.633,-854.492,0.000
1748874956.359,991.699,973.145,994.141,240.234,0.000
1748874956.363,-921.875,-911.621,-921.875,-1000.000,0.000
1748874956.367,237.305,231.445,234.863,-858.887,0.000
1748874956.371,-1000.000,-1000.000,-1000.000,482.422,0.000
1748874956.375,-491.699,-525.879,-552.246,-792.969,0.000
1748874956.379,882.324,861.328,839.844,338.867,0.000
1748874956.383,-876.953,-867.676,-861.816,-953.613,0.000
1748874956.387,204.590,193.848,225.098,-1000.000,0.000
1748874956.391,-1000.000,-1000.000,-1000.000,56.641,0.000
1748874956.395,-719.238,-813.477,-771.484,-779.785,0.000
1748874956.398,674.316,551.758,600.098,430.664,0.000
1748874956.402,-824.219,-801.758,-811.035,-898.438,0.000
1748874956.406,166.992,152.344,259.766,-1000.000,0.000
1748874956.410,-1000.000,-1000.000,-1000.000,-133.301,0.000
1748874956.414,-952.148,-1000.000,-1000.000,-852.539,0.000
1748874956.418,0.000,164.551,0.000,653.809,0.000
1748874956.422,0.000,-760.742,0.000,-719.238,0.000
1748874956.426,0.000,290.039,0.000,-1000.000,0.000
1748874956.430,0.000,-972.168,0.000,-202.637,0.000
1748874956.434,0.000,-1000.000,0.000,-938.965,0.000
1748874956.438,0.000,-41.016,0.000,878.906,0.000
1748874956.441,0.000,-793.457,0.000,-442.871,0.000
1748874956.445,0.000,461.914,0.000,-1000.000,0.000
1748874956.449,0.000,-878.418,0.000,-165.527,0.000
1748874956.453,0.000,-1000.000,0.000,993.164,0.000
1748874956.457,0.000,-220.215,0.000,-945.312,0.000
1748874956.461,0.000,-919.434,0.000,6.836,0.000
1748874956.465,778.320,815.918,-993.164,-1000.000,0.000
1748874956.469,-561.523,-539.551,-216.309,-467.285,0.000
1748874956.473,-1000.000,-1000.000,-1000.000,879.883,0.000
1748874956.477,-193.848,-185.059,-186.523,-883.789,0.000
1748874956.481,-952.148,-970.215,-989.258,68.848,0.000
1748874956.484,928.223,977.051,-966.309,-1000.000,0.000
1748874956.488,-366.211,-256.836,-98.145,-664.062,0.000
1748874956.492,-1000.000,-1000.000,-1000.000,703.613,0.000
1748874956.496,-171.387,-287.598,-476.562,-829.102,0.000
1748874956.500,-996.094,964.355,876.953,172.852,0.000
1748874956.504,-953.125,-933.594,-900.391,-1000.000,0.000
1748874956.508,-75.684,-53.711,-44.922,-922.363,0.000
1748874956.512,-1000.000,-1000.000,-1000.000,391.113,0.000
1748874956.516,-276.855,-401.855,-520.996,-781.738,0.000
1748874956.520,969.727,907.715,844.727,150.391,0.000
1748874956.524,-925.781,-895.508,-875.977,-1000.000,0.000
1748874956.527,24.902,77.637,54.199,-1000.000,0.000
1748874956.531,-1000.000,-1000.000,-1000.000,154.297,0.000
1748874956.535,-464.355,-608.398,-717.285,-759.277,0.000
1748874956.539,867.676,764.160,648.438,139.648,0.000
1748874956.543,-872.070,-842.285,-827.148,-1000.000,0.000
1748874956.547,204.590,182.617,111.328,-1000.000,0.000
1748874956.551,-1000.000,-1000.000,-1000.000,-60.059,0.000
1748874956.555,-719.238,-859.863,-917.480,-779.785,0.000
1748874956.559,674.316,487.793,379.395,342.285,0.000
1748874956.563,-824.707,-792.969,-778.809,-945.312,0.000
1748874956.566,166.992,149.902,129.395,-1000.000,0.000
1748874956.570,-1000.000,-1000.000,-1000.000,-250.488,0.000
1748874956.574,-957.031,-1000.000,-1000.000,-850.098,0.000
1748874956.578,336.914,152.832,-33.691,551.270,0.000
1748874956.582,-771.973,-757.812,-780.273,-855.469,0.000
1748874956.586,134.766,160.645,224.121,-1000.000,0.000
1748874956.590,-1000.000,-1000.000,-993.164,-192.871,0.000
1748874956.594,-1000.000,-1000.000,-1000.000,-979.004,0.000
1748874956.598,18.555,-67.871,-171.387,995.605,0.000
1748874956.602,-991.211,-997.559,972.656,-304.199,0.000
1748874956.606,-912.109,-923.340,-918.457,-1000.000,0.000
1748874956.609,308.594,240.723,310.059,-936.035,0.000
1748874956.613,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1748874956.617,88.867,-202.637,-260.254,-1000.000,0.000
1748874956.621,-925.293,-991.699,984.375,-1000.000,0.000
1748874956.625,-955.078,-922.852,-955.566,-1000.000,0.000
1748874956.629,247.070,235.352,215.820,-1000.000,0.000
1748874956.633,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1748874956.637,-222.168,-417.969,-826.660,-1000.000,0.000
1748874956.641,-960.938,954.102,539.062,-925.781,0.000
1748874956.645,-959.961,-917.480,-889.160,-1000.000,0.000
1748874956.648,-75.684,-38.086,-64.453,-596.191,0.000
1748874956.652,0.000,-1000.000,0.000,0.000,0.000
1748874956.656,0.000,-365.234,0.000,0.000,0.000
1748874956.660,0.000,980.957,0.000,0.000,0.000
1748874956.664,0.000,-980.469,0.000,0.000,0.000
1748874956.668,0.000,-226.074,0.000,0.000,0.000
1748874956.672,0.000,-1000.000,0.000,0.000,0.000
1748874956.676,0.000,-411.621,0.000,0.000,0.000
1748874956.680,0.000,909.668,0.000,0.000,0.000
1748874956.684,0.000,-916.504,0.000,0.000,0.000
1748874956.688,0.000,-71.289,0.000,0.000,0.000
1748874956.691,0.000,-1000.000,0.000,0.000,0.000
1748874956.695,0.000,-524.902,0.000,0.000,0.000
1748874956.699,869.141,830.078,739.746,245.117,0.000
1748874956.703,-878.418,-863.770,-850.586,-1000.000,0.000
1748874956.707,108.398,93.750,56.152,-1000.000,0.000
1748874956.711,-1000.000,-1000.000,-1000.000,71.777,0.000
1748874956.715,-624.512,-755.371,-790.039,-774.902,0.000
1748874956.719,753.906,601.074,551.758,425.293,0.000
1748874956.723,-838.379,-808.594,-802.246,-892.578,0.000
1748874956.727,170.410,157.227,141.602,-1000.000,0.000
1748874956.731,-1000.000,-1000.000,-1000.000,-187.988,0.000
1748874956.734,-957.031,-1000.000,-1000.000,-872.559,0.000
1748874956.738,336.914,218.750,184.082,684.082,0.000
1748874956.742,-776.855,-765.625,-765.137,-700.195,0.000
1748874956.746,149.902,144.043,185.059,-1000.000,0.000
1748874956.750,-1000.000,-1000.000,-1000.000,-202.637,0.000
1748874956.754,-1000.000,-1000.000,-1000.000,-936.523,0.000
1748874956.758,148.926,31.250,-106.445,870.605,0.000
1748874956.762,-758.789,-765.625,-791.992,-455.078,0.000
1748874956.766,223.633,242.188,291.992,-1000.000,0.000
1748874956.770,-998.535,-989.746,-975.098,-178.711,0.000
1748874956.773,-1000.000,-1000.000,-1000.000,-982.910,0.000
1748874956.777,-54.688,-156.250,-222.168,-979.004,0.000
1748874956.781,-786.133,-808.594,-832.520,-176.758,0.000
1748874956.785,385.254,439.453,450.195,-1000.000,0.000
1748874956.789,-922.852,-908.691,-903.320,-268.066,0.000
1748874956.793,-1000.000,-1000.000,-1000.000,964.844,0.000
1748874956.797,-247.070,-236.328,-216.797,-924.316,0.000
1748874956.801,-852.051,-878.906,-935.059,25.391,0.000
1748874956.805,550.781,666.992,861.328,-1000.000,0.000
1748874956.809,-855.469,-729.492,-456.543,-463.867,0.000
1748874956.813,-1000.000,-1000.000,-1000.000,867.676,0.000
1748874956.816,-215.820,-199.707,-177.734,-871.582,0.000
1748874956.820,-921.387,-947.754,-986.816,205.078,0.000
1748874956.824,815.430,905.273,-969.727,-1000.000,0.000
1748874956.828,-539.551,-397.949,-150.391,-719.238,0.000
1748874956.832,-1000.000,-1000.000,-1000.000,674.805,0.000
1748874956.836,-179.199,-202.148,-238.770,-824.219,0.000
1748874956.840,-985.840,997.559,988.281,168.945,0.000
1748874956.844,-980.957,-958.496,-947.266,-1000.000,0.000
1748874956.848,-176.270,-98.633,-47.852,-942.383,0.000
1748874956.852,-1000.000,-1000.000,-1000.000,360.352,0.000
1748874956.856,-297.363,-373.047,-481.445,-776.855,0.000
1748874956.859,951.172,916.504,863.770,145.020,0.000
1748874956.863,-919.922,-898.926,-882.324,-1000.000,0.000
1748874956.867,22.461,88.867,73.242,-1000.000,0.000
1748874956.871,-1000.000,-1000.000,-1000.000,74.707,0.000
1748874956.875,-464.355,-561.523,-604.492,-765.625,0.000
1748874956.879,867.188,816.895,768.066,339.844,0.000
1748874956.883,-872.070,-853.027,-846.191,-953.125,0.000
1748874956.887,205.078,188.477,178.711,-1000.000,0.000
1748874956.891,-1000.000,-1000.000,-1000.000,-71.289,0.000
1748874956.895,-719.238,-824.219,-780.273,-808.594,0.000
1748874956.898,674.316,537.598,587.402,526.855,0.000
1748874956.902,-824.707,-800.293,-810.059,-842.285,0.000
1748874956.906,166.992,154.297,194.336,-1000.000,0.000
1748874956.910,-1000.000,-1000.000,-1000.000,-216.309,0.000
1748874956.914,-957.031,-1000.000,-952.637,-917.480,0.000
1748874956.918,336.914,197.754,324.707,804.688,0.000
1748874956.922,-774.414,-761.719,-775.391,-554.688,0.000
1748874956.926,142.090,222.168,263.672,-1000.000,0.000
1748874956.930,-1000.000,-1000.000,-974.609,-184.082,0.000
1748874956.934,-1000.000,-1000.000,-1000.000,-974.121,0.000
1748874956.938,42.480,-15.625,-61.523,992.188,0.000
1748874956.941,-767.578,-783.203,-797.852,-246.094,0.000
1748874956.945,336.914,417.480,407.227,-1000.000,0.000
1748874956.949,-946.777,-907.227,-913.574,-169.922,0.000
1748874956.953,-1000.000,-1000.000,-1000.000,-998.047,0.000
1748874956.957,-148.926,-180.664,-187.012,-946.289,0.000
1748874956.961,-824.219,-866.699,-925.781,-13.672,0.000
1748874956.965,535.645,669.922,855.469,-1000.000,0.000
1748874956.969,-847.656,-712.891,-456.543,-382.812,0.000
1748874956.973,-1000.000,-1000.000,-1000.000,916.504,0.000
1748874956.977,-215.820,-196.777,-179.688,-894.531,0.000
1748874956.980,-921.387,-954.102,-982.910,110.352,0.000
1748874956.984,815.430,928.223,-979.004,-1000.000,0.000
1748874956.988,-540.039,-366.211,-178.223,-704.590,0.000
1748874956.992,-1000.000,-1000.000,-1000.000,666.992,0.000
1748874956.996,-179.199,-172.852,-211.426,-818.359,0.000
1748874957.000,-986.328,-992.188,-996.582,155.273,0.000
1748874957.004,-979.492,-957.031,-959.961,-1000.000,0.000
1748874957.008,-178.711,-99.609,-92.285,-1000.000,0.000
1748874957.012,-1000.000,-1000.000,-1000.000,184.082,0.000
1748874957.016,-260.254,-248.047,-436.523,-761.719,0.000
1748874957.020,981.934,978.516,904.297,138.672,0.000
1748874957.023,-944.336,-928.711,-937.500,-1000.000,0.000
1748874957.027,-78.125,27.344,-83.984,-1000.000,0.000
1748874957.031,-1000.000,-1000.000,-1000.000,-49.805,0.000
1748874957.035,-382.812,-452.148,-569.336,-779.297,0.000
1748874957.039,908.691,876.953,804.688,151.367,0.000
1748874957.043,-893.555,-876.465,-909.180,-1000.000,0.000
1748874957.047,114.746,179.688,-27.832,-1000.000,0.000
1748874957.051,-1000.000,-1000.000,-1000.000,-159.668,0.000
1748874957.055,-620.605,-715.332,-647.461,-796.387,0.000
1748874957.059,757.812,672.852,717.285,271.973,0.000
1748874957.062,-841.797,-822.754,-843.262,-988.281,0.000
1748874957.066,180.664,167.480,117.188,-1000.000,0.000
1748874957.070,-1000.000,-1000.000,-1000.000,-256.836,0.000
1748874957.074,-874.023,-958.008,-437.500,-847.168,0.000
1748874957.078,535.645,406.738,875.488,551.758,0.000
1748874957.082,-992.676,-978.027,958.984,-918.457,0.000
1748874957.086,-956.543,-961.914,805.664,-1000.000,0.000
1748874957.090,363.281,377.441,955.078,-942.383,0.000
1748874957.094,-1000.000,-1000.000,984.863,-1000.000,0.000
1748874957.098,-238.281,-358.398,934.082,-1000.000,0.000
1748874957.102,-953.125,994.141,821.289,-1000.000,0.000
1748874957.105,-956.055,-922.363,843.750,-1000.000,0.000
1748874957.109,-143.066,-80.078,391.602,-1000.000,0.000
1748874957.113,-1000.000,-1000.000,653.320,-1000.000,0.000
1748874957.117,-1000.000,-1000.000,306.641,-1000.000,0.000
1748874957.121,-94.238,-112.793,-1000.000,-1000.000,0.000
1748874957.125,638.184,909.668,-959.473,-1000.000,0.000
1748874957.129,-922.852,-609.863,-1000.000,-1000.000,0.000
1748874957.133,-1000.000,-1000.000,-151.367,-1000.000,0.000
1748874957.137,-1000.000,-1000.000,37.598,-1000.000,0.000
1748874957.141,-599.609,-401.855,-1000.000,-1000.000,0.000
1748874957.145,-55.664,473.633,-927.246,-1000.000,0.000
1748874957.148,-1000.000,-881.836,-1000.000,-1000.000,0.000
1748874957.152,-1000.000,-1000.000,-132.812,-1000.000,0.000
1748874957.156,-1000.000,-1000.000,229.004,-1000.000,0.000
1748874957.160,-903.320,-892.090,-1000.000,-1000.000,0.000
1748874957.164,-337.402,-32.715,-954.590,-1000.000,0.000
1748874957.168,0.000,-714.844,0.000,0.000,0.000
1748874957.172,0.000,-1000.000,0.000,0.000,0.000
1748874957.176,0.000,-939.453,0.000,0.000,0.000
1748874957.180,0.000,-1000.000,0.000,0.000,0.000
1748874957.184,0.000,-127.930,0.000,0.000,0.000
1748874957.187,0.000,-381.836,0.000,0.000,0.000
1748874957.191,0.000,-1000.000,0.000,0.000,0.000
1748874957.195,0.000,-943.359,0.000,0.000,0.000
1748874957.199,0.000,-1000.000,0.000,0.000,0.000
1748874957.203,0.000,-778.320,0.000,0.000,0.000
1748874957.207,0.000,-812.988,0.000,0.000,0.000
1748874957.211,0.000,-1000.000,0.000,0.000,0.000
1748874957.215,-904.785,-987.793,-930.176,-372.559,0.000
1748874957.219,-1000.000,-1000.000,-121.582,882.812,0.000
1748874957.223,-121.582,-1000.000,-1000.000,-920.410,0.000
1748874957.227,-45.898,-1000.000,-1000.000,709.473,0.000
1748874957.230,-1000.000,-1000.000,-289.551,-890.625,0.000
1748874957.234,-973.145,-1000.000,-929.688,-452.148,0.000
1748874957.238,-988.281,-1000.000,-105.469,-951.172,0.000
1748874957.242,-1000.000,-1000.000,-1000.000,887.695,0.000
1748874957.246,-1000.000,-1000.000,-1000.000,-854.492,0.000
1748874957.250,-1000.000,-1000.000,-681.152,80.566,0.000
1748874957.254,-1000.000,-1000.000,791.016,-656.738,0.000
1748874957.258,-1000.000,-1000.000,-36.133,891.602,0.000
1748874957.262,-1000.000,-1000.000,-1000.000,966.797,0.000
1748874957.266,-1000.000,-1000.000,-957.031,-884.277,0.000
1748874957.270,-1000.000,-1000.000,-986.816,201.660,0.000
1748874957.273,-1000.000,-1000.000,-251.953,-745.605,0.000
1748874957.277,-1000.000,-1000.000,-418.945,745.117,0.000
1748874957.281,-1000.000,-1000.000,-1000.000,-980.469,0.000
1748874957.285,-1000.000,-1000.000,-961.426,-958.008,0.000
1748874957.289,-1000.000,-1000.000,-1000.000,262.695,0.000
1748874957.293,-1000.000,-1000.000,-734.375,-1000.000,0.000
1748874957.297,-1000.000,-1000.000,-658.203,-134.277,0.000
1748874957.301,-1000.000,-1000.000,-1000.000,-974.609,0.000
1748874957.305,-1000.000,-1000.000,-944.336,-922.852,0.000
1748874957.309,-1000.000,-1000.000,-1000.000,230.957,0.000
1748874957.312,-1000.000,-1000.000,-192.871,-1000.000,0.000
1748874957.316,-1000.000,-1000.000,137.695,-191.406,0.000
1748874957.320,-1000.000,-1000.000,-1000.000,996.582,0.000
1748874957.324,-1000.000,-1000.000,-992.676,-916.992,0.000
1748874957.328,-1000.000,-1000.000,-1000.000,446.777,0.000
1748874957.332,-1000.000,-1000.000,7.324,-1000.000,0.000
1748874957.336,-1000.000,-1000.000,669.434,-235.840,0.000
1748874957.340,-1000.000,-1000.000,-592.773,-933.594,0.000
1748874957.344,-1000.000,-1000.000,-1000.000,915.039,0.000
1748874957.348,-985.352,-1000.000,-1000.000,-902.344,0.000
1748874957.351,-1000.000,-986.816,-167.969,-278.809,0.000
1748874957.355,-996.582,-1000.000,-975.098,-351.562,0.000
1748874957.359,-701.660,-875.977,-130.859,-902.832,0.000
1748874957.363,-895.996,-795.898,-1000.000,899.902,0.000
1748874957.367,-1000.000,-1000.000,-1000.000,-858.398,0.000
1748874957.371,-937.500,-937.500,-238.281,4.395,0.000
1748874957.375,-1000.000,-1000.000,-945.312,-304.199,0.000
1748874957.379,141.602,-441.406,-46.875,-932.129,0.000
1748874957.383,250.488,67.383,-1000.000,911.621,0.000
1748874957.387,-1000.000,-1000.000,-1000.000,-855.469,0.000
1748874957.391,-1000.000,-978.516,-323.242,56.641,0.000
1748874957.394,-782.227,-1000.000,-939.941,-349.609,0.000
1748874957.398,796.875,-267.578,178.223,-948.242,0.000
1748874957.402,745.605,-855.469,-1000.000,907.227,0.000
1748874957.406,-789.062,-14.160,-1000.000,-861.328,0.000
1748874957.410,-1000.000,-1000.000,-621.582,321.777,0.000
1748874957.414,-156.250,-1000.000,777.344,-388.184,0.000
1748874957.418,963.867,-8.789,542.480,934.570,0.000
1748874957.422,-922.363,-776.855,-735.840,963.867,0.000
1748874957.426,233.398,363.770,-1000.000,-909.180,0.000
1748874957.430,-1000.000,-920.410,-905.762,244.141,0.000
1748874957.434,-654.785,-1000.000,347.656,-1000.000,0.000
1748874957.437,777.344,-236.328,246.094,327.148,0.000
1748874957.441,-850.586,-831.055,-1000.000,-929.688,0.000
1748874957.445,-85.938,173.828,-1000.000,-964.355,0.000
1748874957.449,-1000.000,-1000.000,-982.422,258.301,0.000
1748874957.453,-1000.000,-977.539,-865.723,-1000.000,0.000
1748874957.457,-746.582,-973.145,-849.609,-224.121,0.000
1748874957.461,-310.059,-1000.000,-1000.000,-938.477,0.000
1748874957.465,-978.027,-1000.000,-998.047,939.941,0.000
1748874957.469,-979.004,-1000.000,-997.559,-52.734,0.000
1748874957.473,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1748874957.477,-753.906,-1000.000,-1000.000,-183.594,0.000
1748874957.480,871.094,-1000.000,-1000.000,985.352,0.000
1748874957.484,131.348,-1000.000,-1000.000,-920.898,0.000
1748874957.488,-1000.000,-999.023,-1000.000,503.906,0.000
1748874957.492,-1000.000,-940.430,-1000.000,-1000.000,0.000
1748874957.496,119.629,-1000.000,-1000.000,-236.328,0.000
1748874957.500,-899.414,-247.070,-1000.000,-981.934,0.000
1748874957.504,915.527,-810.547,-1000.000,-950.195,0.000
1748874957.508,966.797,172.363,-1000.000,596.680,0.000
1748874957.512,971.680,-1000.000,-1000.000,-1000.000,0.000
1748874957.516,971.191,-1000.000,-1000.000,-530.273,0.000
1748874957.519,971.191,-196.289,-1000.000,907.715,0.000
1748874957.523,971.191,-831.543,-1000.000,-890.137,0.000
1748874957.527,971.191,530.273,-1000.000,463.867,0.000
1748874957.531,971.191,-838.867,-1000.000,-932.617,0.000
1748874957.535,971.191,-1000.000,-1000.000,-1000.000,0.000
1748874957.539,971.191,-198.242,-1000.000,249.512,0.000
1748874957.543,971.191,-967.285,-1000.000,-777.832,0.000
1748874957.547,971.191,958.008,-1000.000,393.555,0.000
1748874957.551,971.191,-284.668,-1000.000,-891.602,0.000
1748874957.555,971.191,-1000.000,-1000.000,-1000.000,0.000
1748874957.559,984.863,-209.473,-1000.000,-240.234,0.000
1748874957.562,905.762,-975.586,-1000.000,-831.543,0.000
1748874957.566,-934.570,983.398,-1000.000,301.758,0.000
1748874957.570,814.453,-222.168,-1000.000,-975.098,0.000
1748874957.574,-548.828,-1000.000,-1000.000,-1000.000,0.000
1748874957.578,270.508,-680.664,-1000.000,-455.566,0.000
1748874957.582,-903.809,729.492,-1000.000,-907.715,0.000
1748874957.586,-968.262,-940.918,-1000.000,304.199,0.000
1748874957.590,353.027,-363.281,-1000.000,-1000.000,0.000
1748874957.594,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1748874957.598,-219.727,-1000.000,-1000.000,-983.398,0.000
1748874957.601,-982.422,-4.395,-1000.000,542.969,0.000
1748874957.605,-918.945,-996.094,-1000.000,528.320,0.000
1748874957.609,121.582,-527.344,-1000.000,-1000.000,0.000
1748874957.613,-997.559,-1000.000,-1000.000,-951.172,0.000
1748874957.617,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1748874957.621,-67.383,-461.426,-1000.000,12.695,0.000
1748874957.625,635.742,160.645,-1000.000,441.895,0.000
1748874957.629,-922.363,-973.633,-1000.000,-1000.000,0.000
1748874957.633,-994.629,-1000.000,-1000.000,-951.660,0.000
