timestamps,TP9,AF7,AF8,TP10,Right AUX
1748874954.336,-181.641,-174.316,-322.754,-934.082,0.000
1748874954.340,-979.980,-989.746,950.684,28.809,0.000
1748874954.344,-998.047,-962.891,-924.316,-1000.000,0.000
1748874954.348,-208.008,-101.074,0.000,-303.223,0.000
1748874954.352,-1000.000,-1000.000,-1000.000,945.801,0.000
1748874954.356,-297.363,-342.285,-541.992,-901.367,0.000
1748874954.360,965.820,931.641,821.777,227.539,0.000
1748874954.364,-941.406,-905.762,-865.723,-1000.000,0.000
1748874954.368,-79.590,76.660,114.258,-533.691,0.000
1748874954.371,-1000.000,-1000.000,-1000.000,855.957,0.000
1748874954.375,-486.328,-523.926,-710.938,-866.699,0.000
1748874954.379,852.051,838.379,659.180,197.266,0.000
1748874954.383,-872.559,-861.328,-824.219,-1000.000,0.000
1748874954.387,101.074,201.172,169.922,-770.508,0.000
1748874954.391,-1000.000,-1000.000,-1000.000,607.910,0.000
1748874954.395,-704.590,-714.355,-873.535,-811.035,0.000
1748874954.399,666.504,678.711,443.848,156.738,0.000
1748874954.403,0.000,-824.707,-789.551,-1000.000,0.000
1748874954.407,0.000,167.480,240.723,-1000.000,0.000
1748874954.411,0.000,-1000.000,-1000.000,205.078,0.000
1748874954.414,0.000,-953.125,-1000.000,-765.625,0.000
1748874954.418,0.000,334.961,139.648,337.891,0.000
1748874954.422,0.000,-772.461,-775.391,-955.566,0.000
1748874954.426,0.000,184.570,295.410,-1000.000,0.000
1748874954.430,0.000,-1000.000,-955.566,1.465,0.000
1748874954.434,0.000,-1000.000,-1000.000,-794.434,0.000
1748874954.438,0.000,17.578,-181.152,497.070,0.000
1748874954.442,0.000,-770.996,-853.516,-854.492,0.000
1748874954.446,0.000,315.430,577.148,-1000.000,0.000
1748874954.450,-988.770,-953.125,0.000,0.000,0.000
1748874954.454,-1000.000,-1000.000,0.000,0.000,0.000
1748874954.457,-157.227,-208.984,0.000,0.000,0.000
1748874954.461,-810.059,-833.008,0.000,0.000,0.000
1748874954.465,447.754,503.906,0.000,0.000,0.000
1748874954.469,-904.297,-877.930,0.000,0.000,0.000
1748874954.473,-1000.000,-1000.000,0.000,0.000,0.000
1748874954.477,-233.887,-224.609,0.000,0.000,0.000
1748874954.481,-885.254,-901.855,0.000,0.000,0.000
1748874954.485,689.941,750.000,0.000,0.000,0.000
1748874954.489,-703.613,-625.977,0.000,0.000,0.000
1748874954.493,-1000.000,-1000.000,0.000,0.000,0.000
1748874954.496,-209.473,-187.500,-188.965,-956.543,0.000
1748874954.500,-919.922,-970.215,-991.699,-71.777,0.000
1748874954.504,815.430,977.539,-944.824,-1000.000,0.000
1748874954.508,-539.551,-271.484,-28.320,-354.004,0.000
1748874954.512,-1000.000,-1000.000,-1000.000,923.340,0.000
1748874954.516,-179.199,-187.500,-299.805,-898.438,0.000
1748874954.520,-985.840,993.164,950.195,121.094,0.000
1748874954.524,-983.887,-937.500,-913.574,-1000.000,0.000
1748874954.528,-173.340,-5.859,112.305,-564.941,0.000
1748874954.532,-1000.000,-1000.000,-1000.000,818.848,0.000
1748874954.536,-364.746,-308.594,-505.859,-850.098,0.000
1748874954.539,922.363,941.406,852.051,173.828,0.000
1748874954.543,0.000,-897.949,-844.727,-1000.000,0.000
1748874954.547,0.000,211.914,176.758,-963.867,0.000
1748874954.551,0.000,-1000.000,-1000.000,346.680,0.000
1748874954.555,0.000,-458.496,-92.773,-777.832,0.000
1748874954.559,0.000,898.438,-933.105,10.742,0.000
1748874954.563,0.000,-882.324,945.801,-1000.000,0.000
1748874954.567,0.000,214.355,946.777,-1000.000,0.000
1748874954.571,0.000,-1000.000,968.262,-256.836,0.000
1748874954.575,0.000,-616.211,971.191,-827.637,0.000
1748874954.578,0.000,787.109,972.168,100.586,0.000
1748874954.582,0.000,-848.633,972.168,-1000.000,0.000
1748874954.586,0.000,187.012,970.703,-1000.000,0.000
1748874954.590,-1000.000,-1000.000,967.285,-259.766,0.000
1748874954.594,-957.031,-818.359,972.168,-823.242,0.000
1748874954.598,336.914,534.668,968.262,172.852,0.000
1748874954.602,-776.367,-798.340,974.609,-1000.000,0.000
1748874954.606,149.902,234.375,969.727,-1000.000,0.000
1748874954.610,-1000.000,-1000.000,895.996,-264.648,0.000
1748874954.614,-1000.000,-1000.000,910.645,-826.660,0.000
1748874954.618,147.949,169.922,936.035,369.629,0.000
1748874954.621,-758.301,-762.695,961.914,-960.449,0.000
1748874954.625,238.770,303.711,-964.355,-1000.000,0.000
1748874954.629,-993.164,-957.031,-275.391,-250.488,0.000
1748874954.633,-1000.000,-1000.000,-1000.000,-850.098,0.000
1748874954.637,-54.199,-105.957,275.879,548.340,0.000
1748874954.641,-790.527,-806.152,-908.203,-852.539,0.000
1748874954.645,434.082,471.191,946.289,-1000.000,0.000
1748874954.649,-896.973,-882.812,-222.168,-254.883,0.000
1748874954.653,-1000.000,-1000.000,-1000.000,-957.520,0.000
1748874954.657,-233.887,-226.562,-171.387,882.324,0.000
1748874954.660,-885.254,-900.391,-981.445,-427.734,0.000
1748874954.664,689.941,747.070,-963.379,-1000.000,0.000
1748874954.668,-703.613,-629.883,-136.230,-367.676,0.000
1748874954.672,-1000.000,-1000.000,-1000.000,927.246,0.000
1748874954.676,-203.613,-193.359,-183.105,-927.734,0.000
1748874954.680,-935.547,-955.566,-987.793,-85.449,0.000
1748874954.684,866.211,934.082,-954.590,-1000.000,0.000
1748874954.688,-461.914,-346.191,-65.430,-494.141,0.000
1748874954.692,-1000.000,-1000.000,-1000.000,840.820,0.000
1748874954.696,-179.199,-230.957,-344.727,-866.211,0.000
1748874954.700,-983.887,984.863,943.359,154.297,0.000
1748874954.703,-983.887,-948.242,-921.875,-1000.000,0.000
1748874954.707,-173.340,-75.195,-12.207,-714.844,0.000
1748874954.711,-1000.000,-1000.000,-1000.000,667.969,0.000
1748874954.715,-364.746,-403.809,-532.715,-821.777,0.000
1748874954.719,922.363,899.414,830.566,167.480,0.000
1748874954.723,-910.156,-889.160,-867.676,-1000.000,0.000
1748874954.727,17.090,109.375,107.422,-957.031,0.000
1748874954.731,-1000.000,-1000.000,-1000.000,337.402,0.000
1748874954.735,-552.734,-605.957,-744.141,-772.949,0.000
1748874954.739,811.035,773.438,619.629,141.113,0.000
1748874954.743,-852.539,-843.750,-815.918,-1000.000,0.000
1748874954.746,189.453,182.129,156.738,-1000.000,0.000
1748874954.750,-1000.000,-1000.000,-1000.000,27.344,0.000
1748874954.754,-809.082,-866.211,-952.148,-768.066,0.000
1748874954.758,557.129,477.539,324.219,318.848,0.000
1748874954.762,-804.199,-791.504,-772.949,-954.590,0.000
1748874954.766,154.785,148.926,171.387,-1000.000,0.000
1748874954.770,-1000.000,-1000.000,-1000.000,-171.875,0.000
1748874954.774,-1000.000,-1000.000,-1000.000,-826.172,0.000
1748874954.778,0.000,137.207,-98.145,522.949,0.000
1748874954.782,0.000,-758.789,-790.039,-859.863,0.000
1748874954.785,0.000,218.750,279.785,-1000.000,0.000
1748874954.789,0.000,-1000.000,-978.516,-219.238,0.000
1748874954.793,0.000,-1000.000,-1000.000,-913.574,0.000
1748874954.797,0.000,-63.477,-231.445,790.039,0.000
1748874954.801,0.000,-789.062,-831.055,-573.242,0.000
1748874954.805,0.000,410.645,425.781,-1000.000,0.000
1748874954.809,0.000,-911.133,-921.875,-182.617,0.000
1748874954.813,0.000,-1000.000,-1000.000,-978.516,0.000
1748874954.817,0.000,-239.746,-219.238,999.023,0.000
1748874954.821,0.000,-870.117,-931.641,-217.285,0.000
1748874954.825,205.078,631.348,844.238,0.000,0.000
1748874954.828,-764.160,-768.066,-473.145,0.000,0.000
1748874954.832,140.625,-1000.000,-1000.000,0.000,0.000
1748874954.836,-1000.000,-206.055,-185.547,0.000,0.000
1748874954.840,-1000.000,-934.570,-990.234,0.000,0.000
1748874954.844,-22.949,864.258,-968.750,0.000,0.000
1748874954.848,-775.879,-465.820,-143.066,0.000,0.000
1748874954.852,341.797,-1000.000,-1000.000,0.000,0.000
1748874954.856,-948.242,-176.270,-283.203,0.000,0.000
1748874954.860,-1000.000,-988.281,968.262,0.000,0.000
1748874954.864,-183.594,-974.609,-937.500,0.000,0.000
1748874954.867,-833.008,-139.160,-40.039,0.000,0.000
1748874954.871,541.016,-1000.000,-1000.000,666.992,0.000
1748874954.875,-850.586,-369.141,-508.789,-822.754,0.000
1748874954.879,-1000.000,920.898,846.191,174.316,0.000
1748874954.883,-215.332,-905.762,-873.535,-1000.000,0.000
1748874954.887,-921.387,38.574,99.609,-900.879,0.000
1748874954.891,815.430,-1000.000,-1000.000,425.781,0.000
1748874954.895,-540.039,-563.965,-635.742,-784.180,0.000
1748874954.899,-1000.000,803.711,741.699,142.578,0.000
1748874954.903,-179.199,-849.609,-839.355,-1000.000,0.000
1748874954.906,-985.840,185.059,175.781,-1000.000,0.000
1748874954.910,-979.980,-1000.000,-1000.000,46.387,0.000
1748874954.914,-177.246,-855.469,-857.910,-763.672,0.000
1748874954.918,674.316,494.141,478.027,0.000,0.000
1748874954.922,-824.219,-793.457,-790.039,0.000,0.000
1748874954.926,166.992,150.391,184.570,0.000,0.000
1748874954.930,-1000.000,-1000.000,-1000.000,0.000,0.000
1748874954.934,-957.031,-1000.000,-1000.000,0.000,0.000
1748874954.938,336.914,157.227,47.363,0.000,0.000
1748874954.942,-774.414,-759.766,-775.879,0.000,0.000
1748874954.946,142.090,180.176,253.418,0.000,0.000
1748874954.949,-1000.000,-1000.000,-976.074,0.000,0.000
1748874954.953,-1000.000,-1000.000,-1000.000,0.000,0.000
1748874954.957,42.480,-31.738,-228.027,0.000,0.000
1748874954.961,-767.578,-782.715,-823.242,0.000,0.000
1748874954.965,336.914,405.273,343.750,-1000.000,0.000
1748874954.969,-946.777,-916.992,-964.844,-195.801,0.000
1748874954.973,-1000.000,-1000.000,-1000.000,-954.102,0.000
1748874954.977,-148.926,-169.922,-234.375,923.340,0.000
1748874954.981,-823.730,-859.375,-897.949,-359.863,0.000
1748874954.985,535.645,652.832,598.145,-1000.000,0.000
1748874954.988,-847.656,-728.516,-724.121,-277.832,0.000
1748874954.992,-1000.000,-1000.000,-1000.000,983.887,0.000
1748874954.996,-217.773,-201.172,-194.336,-968.262,0.000
1748874955.000,-914.551,-945.312,-979.004,-169.434,0.000
1748874955.004,791.016,897.949,997.559,-1000.000,0.000
1748874955.008,-571.777,-413.574,-224.121,-458.496,0.000
1748874955.012,-1000.000,-1000.000,-1000.000,874.512,0.000
1748874955.016,-191.406,-173.828,-245.605,-890.625,0.000
1748874955.020,-957.520,-991.699,985.352,0.488,0.000
1748874955.024,937.988,-959.473,-951.660,-1000.000,0.000
1748874955.028,-331.055,-112.305,-77.148,-691.895,0.000
1748874955.031,-1000.000,-1000.000,-1000.000,659.180,0.000
1748874955.035,-271.973,-234.375,-495.117,-819.336,0.000
1748874955.039,971.191,975.586,867.188,168.945,0.000
1748874955.043,-942.383,-921.875,-894.043,-1000.000,0.000
1748874955.047,-78.613,79.590,-32.715,-942.871,0.000
1748874955.051,-1000.000,-1000.000,-1000.000,359.863,0.000
1748874955.055,-402.344,-426.270,-605.957,-778.320,0.000
1748874955.059,898.926,895.020,758.301,150.391,0.000
1748874955.063,-889.648,-881.348,-850.586,-1000.000,0.000
1748874955.067,116.699,212.402,104.492,-1000.000,0.000
1748874955.071,-1000.000,-1000.000,-1000.000,153.320,0.000
1748874955.074,-565.430,-663.574,-784.180,-759.766,0.000
1748874955.078,817.871,735.352,570.801,139.648,0.000
1748874955.082,-854.004,-836.426,-807.129,-1000.000,0.000
1748874955.086,186.035,174.805,158.691,-1000.000,0.000
1748874955.090,-1000.000,-1000.000,-1000.000,-61.035,0.000
1748874955.094,-844.727,-915.527,-955.078,-782.227,0.000
1748874955.098,510.254,401.855,312.988,371.582,0.000
1748874955.102,-795.898,-781.250,-773.926,-930.176,0.000
1748874955.106,0.000,145.020,230.957,-1000.000,0.000
1748874955.110,0.000,-1000.000,-998.535,-248.047,0.000
1748874955.113,0.000,-1000.000,-1000.000,-850.586,0.000
1748874955.117,0.000,76.660,-0.488,550.781,0.000
1748874955.121,0.000,-763.672,-784.180,-855.469,0.000
1748874955.125,0.000,303.223,314.941,-1000.000,0.000
1748874955.129,0.000,-960.938,-954.590,-215.332,0.000
1748874955.133,0.000,-1000.000,-1000.000,-920.410,0.000
1748874955.137,0.000,-133.789,-218.750,815.918,0.000
1748874955.141,0.000,-812.988,-846.191,-539.551,0.000
1748874955.145,0.000,487.793,518.066,-1000.000,0.000
1748874955.149,0.000,-875.977,-842.773,-178.711,0.000
1748874955.153,-1000.000,-1000.000,-1000.000,-985.840,0.000
1748874955.157,-233.887,-225.586,-201.660,-982.910,0.000
1748874955.160,-885.254,-898.926,-963.379,-170.898,0.000
1748874955.164,689.941,740.234,949.219,-1000.000,0.000
1748874955.168,-703.613,-638.672,-310.547,-362.793,0.000
1748874955.172,-1000.000,-1000.000,-1000.000,919.922,0.000
1748874955.176,-196.289,-190.918,-187.500,-905.762,0.000
1748874955.180,-955.078,-962.402,-988.770,45.410,0.000
1748874955.184,927.734,952.148,-970.215,-1000.000,0.000
1748874955.188,-366.211,-308.105,-121.582,-556.152,0.000
1748874955.192,-1000.000,-1000.000,-1000.000,813.477,0.000
1748874955.196,-171.387,-258.301,-432.129,-852.051,0.000
1748874955.199,-995.605,972.656,900.391,187.988,0.000
1748874955.203,-957.031,-938.965,-909.668,-1000.000,0.000
1748874955.207,-71.777,-43.945,-47.852,-828.613,0.000
1748874955.211,-1000.000,-1000.000,-1000.000,532.227,0.000
1748874955.215,-366.699,-450.684,-567.383,-799.316,0.000
1748874955.219,917.480,876.465,796.387,152.832,0.000
1748874955.223,-896.973,-878.906,-861.816,-1000.000,0.000
1748874955.227,119.629,123.047,81.055,-1000.000,0.000
1748874955.231,-1000.000,-1000.000,-1000.000,186.035,0.000
1748874955.235,-565.430,-682.617,-754.395,-761.230,0.000
1748874955.239,818.359,694.824,602.051,138.672,0.000
1748874955.242,-853.516,-827.148,-813.477,-1000.000,0.000
1748874955.246,186.523,170.898,148.926,-1000.000,0.000
1748874955.250,-1000.000,-1000.000,-1000.000,-60.059,0.000
1748874955.254,-844.727,-934.570,-957.520,-780.273,0.000
1748874955.258,510.254,372.070,312.500,341.797,0.000
1748874955.262,-795.898,-777.832,-771.484,-945.312,0.000
1748874955.266,149.902,145.020,177.246,-1000.000,0.000
1748874955.270,-1000.000,-1000.000,-1000.000,-250.488,0.000
1748874955.274,-1000.000,-1000.000,-1000.000,-850.098,0.000
1748874955.278,150.879,79.590,-90.332,551.270,0.000
1748874955.281,-758.789,-761.719,-789.551,-855.469,0.000
1748874955.285,194.336,241.211,281.250,-1000.000,0.000
1748874955.289,-1000.000,-991.699,-978.027,-215.332,0.000
1748874955.293,-1000.000,-1000.000,-1000.000,0.000,0.000
1748874955.297,-56.641,-108.398,-226.562,0.000,0.000
1748874955.301,-784.668,-800.293,-830.078,0.000,0.000
1748874955.305,375.488,442.383,427.734,0.000,0.000
1748874955.309,-927.734,-900.391,-920.410,0.000,0.000
1748874955.313,-1000.000,-1000.000,-1000.000,0.000,0.000
1748874955.317,-242.676,-233.887,-217.773,0.000,0.000
1748874955.321,-871.582,-884.766,-934.082,0.000,0.000
1748874955.324,635.742,690.430,847.168,0.000,0.000
1748874955.328,-762.695,-703.613,-461.914,0.000,0.000
1748874955.332,-1000.000,-1000.000,-1000.000,0.000,0.000
1748874955.336,-198.730,-190.430,-189.941,0.000,0.000
1748874955.340,-955.078,-967.773,-993.652,3.906,0.000
1748874955.344,922.852,960.449,-972.656,-1000.000,0.000
1748874955.348,-359.863,-284.180,-122.070,-691.895,0.000
1748874955.352,-1000.000,-1000.000,-1000.000,659.668,0.000
1748874955.356,-251.465,-302.734,-496.582,-808.594,0.000
1748874955.360,-999.023,983.398,889.648,111.328,0.000
1748874955.364,971.191,980.469,-981.934,-973.145,0.000
1748874955.367,936.035,932.617,913.086,-1000.000,0.000
1748874955.371,980.469,982.422,953.613,-380.859,0.000
1748874955.375,971.191,971.680,951.172,271.973,0.000
1748874955.379,971.191,971.680,971.191,-965.820,0.000
1748874955.383,971.191,971.680,944.336,-1000.000,0.000
1748874955.387,971.191,971.680,903.320,-1000.000,0.000
1748874955.391,971.191,971.680,885.742,-285.645,0.000
1748874955.395,970.703,971.680,898.438,-824.707,0.000
1748874955.399,971.191,971.680,913.086,83.496,0.000
1748874955.403,971.191,971.680,878.418,-1000.000,0.000
1748874955.406,971.191,971.680,552.246,-1000.000,0.000
1748874955.410,971.191,971.680,583.008,-268.066,0.000
1748874955.414,970.703,984.863,841.309,-821.777,0.000
1748874955.418,970.703,904.297,887.207,290.527,0.000
1748874955.422,971.191,-935.547,87.402,-994.629,0.000
1748874955.426,971.191,655.273,-1000.000,-1000.000,0.000
1748874955.430,971.191,-936.523,-759.766,-251.465,0.000
1748874955.434,971.680,-633.301,383.789,-866.699,0.000
1748874955.438,892.578,-927.734,76.172,633.301,0.000
1748874955.442,-821.289,500.000,-1000.000,-765.625,0.000
1748874955.446,92.773,-980.957,-1000.000,-1000.000,0.000
1748874955.449,-757.812,-1000.000,-972.168,-200.684,0.000
1748874955.453,701.660,-950.684,-1000.000,-948.242,0.000
1748874955.457,-788.086,-1000.000,-993.164,903.809,0.000
1748874955.461,258.789,-1000.000,-1000.000,-390.137,0.000
1748874955.465,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1748874955.469,-1000.000,-1000.000,-1000.000,-272.461,0.000
1748874955.473,-961.914,-1000.000,-1000.000,972.656,0.000
1748874955.477,-1000.000,-1000.000,-1000.000,-948.242,0.000
1748874955.481,-1000.000,-1000.000,-1000.000,-98.145,0.000
1748874955.485,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1748874955.488,-1000.000,-1000.000,-1000.000,-435.059,0.000
1748874955.492,-950.195,-1000.000,-1000.000,904.297,0.000
1748874955.496,-1000.000,-1000.000,-1000.000,-941.406,0.000
1748874955.500,-280.273,-1000.000,-1000.000,15.625,0.000
1748874955.504,-125.488,-1000.000,-1000.000,-1000.000,0.000
1748874955.508,-1000.000,-1000.000,-1000.000,-540.527,0.000
1748874955.512,-910.156,-928.711,-933.105,831.055,0.000
1748874955.516,-1000.000,-1000.000,-1000.000,-857.910,0.000
1748874955.520,-201.660,-216.797,-278.809,208.984,0.000
1748874955.524,-999.023,-952.148,-925.781,-1000.000,0.000
1748874955.528,-342.773,-271.973,-119.141,-478.516,0.000
1748874955.531,-1000.000,-1000.000,-1000.000,871.094,0.000
1748874955.535,-522.949,-726.562,-838.867,-869.141,0.000
1748874955.539,854.492,624.512,486.328,428.223,0.000
1748874955.543,-975.098,-933.105,-914.062,-869.141,0.000
1748874955.547,913.574,906.250,893.555,-1000.000,0.000
1748874955.551,987.305,985.352,918.945,-224.121,0.000
1748874955.555,971.191,971.680,910.645,-838.867,0.000
1748874955.559,971.191,973.633,948.730,88.867,0.000
1748874955.563,971.191,964.355,940.430,-1000.000,0.000
1748874955.567,971.191,988.770,922.852,-1000.000,0.000
1748874955.571,970.703,924.316,876.953,-263.672,0.000
1748874955.574,971.191,881.348,865.234,-822.266,0.000
1748874955.578,981.934,921.875,909.180,218.750,0.000
1748874955.582,884.277,-979.004,909.180,-1000.000,0.000
1748874955.586,-818.848,832.031,945.312,-1000.000,0.000
1748874955.590,281.738,-459.473,476.562,-262.695,0.000
1748874955.594,-456.055,-1000.000,-276.855,-842.285,0.000
1748874955.598,845.215,-627.441,238.281,520.020,0.000
1748874955.602,-880.859,937.500,994.629,-875.488,0.000
1748874955.606,704.590,275.391,516.113,-1000.000,0.000
1748874955.610,-647.949,-1000.000,-648.438,-182.129,0.000
1748874955.613,-1000.000,-900.391,-972.656,995.117,0.000
1748874955.617,-1000.000,-1000.000,-1000.000,-944.824,0.000
1748874955.621,-249.023,-212.402,-413.574,-70.801,0.000
1748874955.625,-886.230,-972.168,-930.176,-1000.000,0.000
1748874955.629,-235.352,-393.555,-73.242,-160.156,0.000
1748874955.633,-1000.000,-1000.000,-1000.000,-985.840,0.000
1748874955.637,-930.664,-927.734,-939.941,-996.094,0.000
1748874955.641,-1000.000,-1000.000,-992.676,896.973,0.000
1748874955.645,-1000.000,-1000.000,-1000.000,382.324,0.000
1748874955.649,-1000.000,-1000.000,-1000.000,823.730,0.000
1748874955.653,-1000.000,-1000.000,-1000.000,980.957,0.000
1748874955.656,-1000.000,-1000.000,-1000.000,-951.172,0.000
1748874955.660,-1000.000,-1000.000,-1000.000,633.789,0.000
1748874955.664,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1748874955.668,0.000,-1000.000,-1000.000,-230.957,0.000
1748874955.672,0.000,-1000.000,-1000.000,-966.797,0.000
1748874955.676,0.000,-1000.000,-1000.000,-942.383,0.000
1748874955.680,0.000,-1000.000,-1000.000,497.559,0.000
1748874955.684,0.000,-1000.000,-1000.000,-1000.000,0.000
1748874955.688,0.000,-1000.000,-1000.000,-435.547,0.000
1748874955.692,0.000,-1000.000,-983.887,941.406,0.000
1748874955.696,0.000,-1000.000,-1000.000,-898.926,0.000
1748874955.699,0.000,-1000.000,-917.969,397.949,0.000
1748874955.703,0.000,-1000.000,-696.289,-998.535,0.000
1748874955.707,0.000,-1000.000,-917.480,-973.145,0.000
1748874955.711,0.000,-1000.000,-980.957,358.887,0.000
1748874955.715,-1000.000,-1000.000,-1000.000,-780.273,0.000
1748874955.719,-897.949,-1000.000,-806.641,339.355,0.000
1748874955.723,210.449,-1000.000,420.410,-925.293,0.000
1748874955.727,-520.996,-1000.000,-17.578,-1000.000,0.000
1748874955.731,-1000.000,-991.211,-1000.000,-153.320,0.000
1748874955.735,-1000.000,-960.938,-1000.000,-807.617,0.000
1748874955.738,-776.855,-1000.000,-497.070,356.934,0.000
1748874955.742,887.207,20.996,734.863,-952.637,0.000
1748874955.746,254.395,93.262,459.961,-1000.000,0.000
1748874955.750,-1000.000,-1000.000,-689.941,-250.488,0.000
1748874955.754,-1000.000,-980.469,-1000.000,-845.215,0.000
1748874955.758,-485.840,-1000.000,-233.887,509.277,0.000
1748874955.762,-916.992,453.125,848.633,-877.930,0.000
1748874955.766,405.273,438.965,852.051,-1000.000,0.000
1748874955.770,-986.816,-1000.000,-171.387,-261.230,0.000
1748874955.774,-1000.000,-1000.000,-1000.000,-934.082,0.000
1748874955.778,-336.426,-1000.000,-102.539,813.477,0.000
1748874955.781,991.211,428.223,849.121,-533.203,0.000
1748874955.785,853.516,751.953,952.148,-1000.000,0.000
1748874955.789,-514.648,-850.098,65.918,-361.816,0.000
1748874955.793,-1000.000,-1000.000,-1000.000,928.223,0.000
1748874955.797,-457.031,-1000.000,-321.289,-930.176,0.000
1748874955.801,869.141,77.637,782.715,-94.238,0.000
1748874955.805,-897.949,-993.164,970.215,-1000.000,0.000
1748874955.809,-41.504,-518.066,229.004,-451.172,0.000
1748874955.813,-1000.000,-1000.000,-959.473,862.793,0.000
1748874955.817,-431.641,-1000.000,-476.562,-869.141,0.000
1748874955.820,878.418,-100.098,719.727,176.270,0.000
1748874955.824,-876.953,-858.398,927.246,-1000.000,0.000
1748874955.828,215.820,-212.402,296.387,-597.656,0.000
1748874955.832,-1000.000,-1000.000,-762.207,746.094,0.000
1748874955.836,-562.988,-1000.000,-567.383,-841.797,0.000
1748874955.840,836.914,-248.535,592.285,187.500,0.000
1748874955.844,-861.816,-862.793,957.031,-1000.000,0.000
1748874955.848,202.148,-103.516,485.840,-815.430,0.000
1748874955.852,-1000.000,-1000.000,-602.051,548.828,0.000
1748874955.856,-660.156,-1000.000,-661.621,-805.176,0.000
1748874955.860,717.285,-333.984,507.324,165.039,0.000
1748874955.863,-840.332,-853.027,958.496,-1000.000,0.000
1748874955.867,392.578,99.121,610.840,-945.801,0.000
1748874955.871,-1000.000,-1000.000,-429.688,326.172,0.000
1748874955.875,-823.242,-1000.000,-777.344,-780.273,0.000
1748874955.879,577.148,-370.117,375.488,395.508,0.000
1748874955.883,-857.910,-865.234,948.242,-935.547,0.000
1748874955.887,682.129,192.871,669.434,-1000.000,0.000
1748874955.891,-896.973,-1000.000,-199.707,110.352,0.000
1748874955.895,-493.652,-1000.000,-458.496,-822.754,0.000
1748874955.899,-973.633,-329.102,479.980,662.109,0.000
1748874955.903,0.000,-848.145,0.000,-698.242,0.000
1748874955.906,0.000,461.426,0.000,-1000.000,0.000
1748874955.910,0.000,-627.930,0.000,14.648,0.000
1748874955.914,0.000,490.234,0.000,-922.852,0.000
1748874955.918,0.000,-896.973,0.000,943.848,0.000
1748874955.922,0.000,922.852,0.000,-270.996,0.000
1748874955.926,0.000,841.797,0.000,-1000.000,0.000
1748874955.930,0.000,881.836,0.000,-166.992,0.000
1748874955.934,0.000,997.559,0.000,997.070,0.000
1748874955.938,0.000,962.402,0.000,-931.641,0.000
1748874955.942,0.000,973.633,0.000,0.000,0.000
1748874955.945,0.000,971.680,0.000,-1000.000,0.000
1748874955.949,384.277,972.168,-46.875,-172.363,0.000
1748874955.953,-866.211,971.680,805.664,990.723,0.000
1748874955.957,899.902,971.680,840.820,-908.691,0.000
1748874955.961,996.582,971.680,598.633,225.098,0.000
1748874955.965,620.117,971.680,24.414,-1000.000,0.000
1748874955.969,806.641,971.680,163.574,-201.660,0.000
1748874955.973,-964.355,971.680,833.008,-992.676,0.000
1748874955.977,942.871,971.680,870.605,-916.992,0.000
1748874955.981,979.980,971.680,695.801,229.980,0.000
1748874955.985,971.191,971.680,326.172,-1000.000,0.000
1748874955.988,971.191,971.680,399.414,-263.184,0.000
1748874955.992,970.703,971.680,828.613,978.027,0.000
1748874955.996,970.703,971.680,879.883,-912.109,0.000
1748874956.000,971.191,971.680,822.754,331.055,0.000
1748874956.004,971.191,971.680,573.730,-1000.000,0.000
1748874956.008,971.191,971.680,532.227,-449.219,0.000
1748874956.012,971.191,971.680,817.383,904.785,0.000
1748874956.016,970.703,971.191,877.441,-893.066,0.000
1748874956.020,971.191,971.191,853.027,445.801,0.000
1748874956.024,971.191,971.680,642.578,-1000.000,0.000
1748874956.027,971.191,971.680,509.277,-758.301,0.000
1748874956.031,971.191,971.680,752.930,667.969,0.000
1748874956.035,970.703,971.680,869.141,-831.543,0.000
1748874956.039,970.703,971.680,819.824,444.336,0.000
1748874956.043,971.191,971.680,537.109,-896.484,0.000
1748874956.047,971.191,971.680,356.934,-1000.000,0.000
1748874956.051,970.703,971.680,667.969,68.359,0.000
1748874956.055,971.191,971.191,873.047,-781.250,0.000
1748874956.059,970.703,971.680,793.457,424.316,0.000
1748874956.063,970.703,971.680,431.152,-889.648,0.000
1748874956.067,971.191,971.680,244.629,-1000.000,0.000
1748874956.070,971.191,971.680,636.230,-243.164,0.000
1748874956.074,971.191,971.680,873.047,-850.098,0.000
1748874956.078,971.191,971.680,879.883,532.715,0.000
1748874956.082,970.703,971.680,465.332,-867.188,0.000
1748874956.086,971.191,971.680,-14.160,-1000.000,0.000
1748874956.090,985.352,974.121,508.301,-236.816,0.000
1748874956.094,891.113,959.473,897.949,-855.469,0.000
1748874956.098,-877.441,948.730,903.320,542.969,0.000
1748874956.102,514.648,-908.203,400.879,-835.938,0.000
1748874956.106,-1000.000,66.895,-465.332,-1000.000,0.000
1748874956.110,94.238,80.566,189.941,-595.215,0.000
1748874956.113,-905.762,-901.367,912.598,952.637,0.000
1748874956.117,-963.867,946.289,923.828,696.289,0.000
1748874956.121,250.000,970.703,271.973,-802.734,0.000
1748874956.125,-1000.000,877.441,-862.305,-1000.000,0.000
1748874956.129,-222.656,906.250,-116.211,-909.668,0.000
1748874956.133,-960.449,990.234,885.254,498.047,0.000
1748874956.137,-966.797,964.844,948.242,942.871,0.000
1748874956.141,-103.027,973.145,105.469,-613.281,0.000
